type,t,p,v
newpath,0,0,0
current,0,0,0
newpath,1,0,0
current,1,0,0
deadend,1,0,-
current,0,0,0
current,1,1,1
current,2,3,2
current,3,5,2
current,4,7,2
current,5,10,3
current,6,14,4
current,7,19,5
current,8,25,6
current,9,32,7
current,10,38,6
current,11,45,7
current,12,51,6
current,13,58,7
current,14,66,8
current,15,75,9
current,16,85,10
current,17,96,11
current,18,108,12
current,19,121,13
current,20,135,14
current,21,148,13
current,22,162,14
current,23,175,13
current,24,189,14
current,25,204,15
current,26,220,16
current,27,237,17
current,28,255,18
current,29,274,19
current,30,294,20
current,31,315,21
current,32,337,22
current,33,360,23
current,34,384,24
current,35,409,25
current,36,435,26
current,37,462,27
current,38,490,28
current,39,519,29
current,40,549,30
current,41,580,31
current,42,612,32
current,43,645,33
current,44,679,34
current,45,714,35
current,46,750,36
current,47,787,37
current,48,825,38
current,49,864,39
current,50,902,38
current,51,941,39
current,52,981,40
current,53,1022,41
current,54,1064,42
current,55,1107,43
current,56,1151,44
current,57,1196,45
current,58,1242,46
current,59,1289,47
current,60,1337,48
current,61,1386,49
current,62,1436,50
current,63,1487,51
current,64,1539,52
current,65,1592,53
current,66,1644,52
current,67,1697,53
current,68,1751,54
current,69,1806,55
current,70,1862,56
current,71,1919,57
current,72,1977,58
current,73,2034,57
current,74,2090,56
current,75,2147,57
current,76,2205,58
current,77,2264,59
current,78,2324,60
current,79,2385,61
current,80,2447,62
current,81,2510,63
current,82,2574,64
current,83,2639,65
current,84,2705,66
current,85,2772,67
current,86,2840,68
current,87,2909,69
current,88,2979,70
current,89,3050,71
current,90,3122,72
current,91,3195,73
current,92,3269,74
current,93,3344,75
current,94,3420,76
current,95,3497,77
current,96,3575,78
current,97,3654,79
current,98,3734,80
current,99,3815,81
current,100,3897,82
current,101,3980,83
current,102,4064,84
current,103,4149,85
current,104,4235,86
current,105,4320,85
current,106,4406,86
current,107,4493,87
current,108,4581,88
current,109,4670,89
current,110,4760,90
current,111,4851,91
current,112,4943,92
current,113,5036,93
current,114,5130,94
current,115,5225,95
current,116,5321,96
current,117,5416,95
current,118,5510,94
current,119,5603,93
current,120,5697,94
current,121,5792,95
current,122,5888,96
current,123,5985,97
current,124,6083,98
current,125,6182,99
current,126,6282,100
newpath,127,6382,100
current,127,6382,100
newpath,128,6482,100
current,128,6482,100
newpath,129,6582,100
current,129,6582,100
newpath,130,6682,100
current,130,6682,100
newpath,131,6782,100
current,131,6782,100
newpath,132,6882,100
current,132,6882,100
newpath,133,6982,100
current,133,6982,100
newpath,134,7082,100
current,134,7082,100
newpath,135,7182,100
current,135,7182,100
newpath,136,7282,100
current,136,7282,100
newpath,137,7382,100
current,137,7382,100
newpath,138,7482,100
current,138,7482,100
newpath,139,7582,100
current,139,7582,100
newpath,140,7682,100
current,140,7682,100
newpath,141,7782,100
current,141,7782,100
newpath,142,7882,100
current,142,7882,100
newpath,143,7982,100
current,143,7982,100
newpath,144,8082,100
current,144,8082,100
newpath,145,8182,100
current,145,8182,100
newpath,146,8282,100
current,146,8282,100
newpath,147,8382,100
current,147,8382,100
newpath,148,8482,100
current,148,8482,100
newpath,149,8582,100
current,149,8582,100
newpath,150,8682,100
current,150,8682,100
deadend,150,8682,-
current,149,8582,100
newpath,150,8681,99
current,150,8681,99
deadend,150,8681,-
current,149,8582,100
current,150,8683,101
deadend,150,8683,-
current,149,8582,100
deadend,149,8582,-
current,148,8482,100
newpath,149,8581,99
current,149,8581,99
newpath,150,8679,98
current,150,8679,98
deadend,150,8679,-
current,149,8581,99
current,150,8680,99
deadend,150,8680,-
current,149,8581,99
deadend,149,8581,-
current,148,8482,100
current,149,8583,101
newpath,150,8684,101
current,150,8684,101
deadend,150,8684,-
current,149,8583,101
current,150,8685,102
deadend,150,8685,-
current,149,8583,101
deadend,149,8583,-
current,148,8482,100
deadend,148,8482,-
current,147,8382,100
newpath,148,8481,99
current,148,8481,99
newpath,149,8579,98
current,149,8579,98
newpath,150,8677,98
current,150,8677,98
deadend,150,8677,-
current,149,8579,98
newpath,150,8676,97
current,150,8676,97
deadend,150,8676,-
current,149,8579,98
current,150,8678,99
deadend,150,8678,-
current,149,8579,98
deadend,149,8579,-
current,148,8481,99
current,149,8580,99
deadend,149,8580,-
current,148,8481,99
deadend,148,8481,-
current,147,8382,100
current,148,8483,101
newpath,149,8584,101
current,149,8584,101
current,150,8686,102
deadend,150,8686,-
current,149,8585,102
newpath,150,8687,102
current,150,8687,102
deadend,150,8687,-
current,149,8585,102
current,150,8688,103
deadend,150,8688,-
current,149,8585,102
deadend,149,8585,-
current,148,8483,101
current,149,8584,101
deadend,149,8584,-
current,148,8483,101
deadend,148,8483,-
current,147,8382,100
deadend,147,8382,-
current,146,8282,100
newpath,147,8381,99
current,147,8381,99
newpath,148,8479,98
current,148,8479,98
newpath,149,8577,98
current,149,8577,98
newpath,150,8674,97
current,150,8674,97
deadend,150,8674,-
current,149,8577,98
current,150,8675,98
deadend,150,8675,-
current,149,8577,98
deadend,149,8577,-
current,148,8479,98
newpath,149,8576,97
current,149,8576,97
newpath,150,8672,96
current,150,8672,96
deadend,150,8672,-
current,149,8576,97
current,150,8673,97
deadend,150,8673,-
current,149,8576,97
deadend,149,8576,-
current,148,8479,98
current,149,8578,99
deadend,149,8578,-
current,148,8479,98
deadend,148,8479,-
current,147,8381,99
current,148,8480,99
deadend,148,8480,-
current,147,8381,99
deadend,147,8381,-
current,146,8282,100
current,147,8383,101
newpath,148,8484,101
current,148,8484,101
current,149,8586,102
current,150,8689,103
deadend,150,8689,-
current,149,8586,102
deadend,149,8586,-
current,148,8485,102
newpath,149,8587,102
current,149,8587,102
current,150,8690,103
deadend,150,8690,-
current,149,8588,103
newpath,150,8691,103
current,150,8691,103
deadend,150,8691,-
current,149,8588,103
current,150,8692,104
deadend,150,8692,-
current,149,8588,103
deadend,149,8588,-
current,148,8485,102
current,149,8587,102
deadend,149,8587,-
current,148,8485,102
deadend,148,8485,-
current,147,8383,101
current,148,8484,101
deadend,148,8484,-
current,147,8383,101
deadend,147,8383,-
current,146,8282,100
deadend,146,8282,-
current,145,8182,100
newpath,146,8281,99
current,146,8281,99
newpath,147,8379,98
current,147,8379,98
newpath,148,8477,98
current,148,8477,98
newpath,149,8574,97
current,149,8574,97
newpath,150,8670,96
current,150,8670,96
deadend,150,8670,-
current,149,8574,97
current,150,8671,97
deadend,150,8671,-
current,149,8574,97
deadend,149,8574,-
current,148,8477,98
current,149,8575,98
deadend,149,8575,-
current,148,8477,98
deadend,148,8477,-
current,147,8379,98
newpath,148,8476,97
current,148,8476,97
newpath,149,8572,96
current,149,8572,96
newpath,150,8668,96
current,150,8668,96
deadend,150,8668,-
current,149,8572,96
newpath,150,8667,95
current,150,8667,95
deadend,150,8667,-
current,149,8572,96
current,150,8669,97
deadend,150,8669,-
current,149,8572,96
deadend,149,8572,-
current,148,8476,97
current,149,8573,97
deadend,149,8573,-
current,148,8476,97
deadend,148,8476,-
current,147,8379,98
current,148,8478,99
deadend,148,8478,-
current,147,8379,98
deadend,147,8379,-
current,146,8281,99
current,147,8380,99
deadend,147,8380,-
current,146,8281,99
deadend,146,8281,-
current,145,8182,100
current,146,8283,101
newpath,147,8384,101
current,147,8384,101
current,148,8486,102
current,149,8589,103
current,150,8693,104
deadend,150,8693,-
current,149,8589,103
deadend,149,8589,-
current,148,8486,102
deadend,148,8486,-
current,147,8385,102
newpath,148,8487,102
current,148,8487,102
current,149,8590,103
current,150,8694,104
deadend,150,8694,-
current,149,8590,103
deadend,149,8590,-
current,148,8488,103
newpath,149,8591,103
current,149,8591,103
current,150,8695,104
deadend,150,8695,-
current,149,8592,104
newpath,150,8696,104
current,150,8696,104
deadend,150,8696,-
current,149,8592,104
current,150,8697,105
deadend,150,8697,-
current,149,8592,104
deadend,149,8592,-
current,148,8488,103
current,149,8591,103
deadend,149,8591,-
current,148,8488,103
deadend,148,8488,-
current,147,8385,102
current,148,8487,102
deadend,148,8487,-
current,147,8385,102
deadend,147,8385,-
current,146,8283,101
current,147,8384,101
deadend,147,8384,-
current,146,8283,101
deadend,146,8283,-
current,145,8182,100
deadend,145,8182,-
current,144,8082,100
newpath,145,8181,99
current,145,8181,99
newpath,146,8279,98
current,146,8279,98
newpath,147,8377,98
current,147,8377,98
newpath,148,8474,97
current,148,8474,97
newpath,149,8570,96
current,149,8570,96
current,150,8665,95
deadend,150,8665,-
current,149,8571,97
deadend,149,8571,-
current,148,8475,98
deadend,148,8475,-
newpath,147,8376,97
current,147,8376,97
newpath,148,8473,97
current,148,8473,97
newpath,149,8569,96
current,149,8569,96
current,150,8664,95
deadend,150,8664,-
current,149,8570,97
deadend,149,8570,-
newpath,148,8472,96
current,148,8472,96
newpath,149,8568,96
current,149,8568,96
current,150,8663,95
deadend,150,8663,-
newpath,149,8567,95
current,149,8567,95
current,150,8662,95
deadend,150,8662,-
current,149,8569,97
deadend,149,8569,-
current,148,8474,98
deadend,148,8474,-
current,147,8378,99
deadend,147,8378,-
current,146,8280,99
deadend,146,8280,-
current,145,8183,101
newpath,146,8284,101
current,146,8284,101
current,147,8386,102
current,148,8489,103
current,149,8593,104
current,150,8698,105
deadend,150,8698,-
current,149,8593,104
deadend,149,8593,-
current,148,8489,103
deadend,148,8489,-
current,147,8386,102
deadend,147,8386,-
current,146,8285,102
newpath,147,8387,102
current,147,8387,102
current,148,8490,103
current,149,8594,104
current,150,8699,105
deadend,150,8699,-
current,149,8594,104
deadend,149,8594,-
current,148,8490,103
deadend,148,8490,-
current,147,8388,103
newpath,148,8491,103
current,148,8491,103
current,149,8595,104
current,150,8700,105
deadend,150,8700,-
current,149,8595,104
deadend,149,8595,-
current,148,8492,104
newpath,149,8596,104
current,149,8596,104
current,150,8701,105
deadend,150,8701,-
current,149,8597,105
newpath,150,8702,105
current,150,8702,105
deadend,150,8702,-
current,149,8597,105
current,150,8703,106
deadend,150,8703,-
current,149,8597,105
deadend,149,8597,-
current,148,8492,104
current,149,8596,104
deadend,149,8596,-
current,148,8492,104
deadend,148,8492,-
current,147,8388,103
current,148,8491,103
deadend,148,8491,-
current,147,8388,103
deadend,147,8388,-
current,146,8285,102
current,147,8387,102
deadend,147,8387,-
current,146,8285,102
deadend,146,8285,-
current,145,8183,101
current,146,8284,101
deadend,146,8284,-
current,145,8183,101
deadend,145,8183,-
current,144,8082,100
current,145,8181,99
current,146,8279,98
current,147,8377,98
deadend,147,8377,-
current,146,8279,98
current,147,8376,97
current,148,8473,97
deadend,148,8473,-
current,147,8376,97
current,148,8472,96
current,149,8568,96
deadend,149,8568,-
current,148,8472,96
current,149,8567,95
deadend,149,8567,-
current,148,8472,96
deadend,148,8472,-
current,147,8376,97
deadend,147,8376,-
current,146,8279,98
deadend,146,8279,-
current,145,8181,99
deadend,145,8181,-
current,144,8082,100
deadend,144,8082,-
current,143,7982,100
newpath,144,8081,99
current,144,8081,99
newpath,145,8179,98
current,145,8179,98
newpath,146,8277,98
current,146,8277,98
newpath,147,8374,97
current,147,8374,97
newpath,148,8470,96
current,148,8470,96
newpath,149,8565,95
current,149,8565,95
newpath,150,8659,94
current,150,8659,94
deadend,150,8659,-
current,149,8565,95
current,150,8660,95
deadend,150,8660,-
current,149,8565,95
deadend,149,8565,-
current,148,8470,96
current,149,8566,96
deadend,149,8566,-
current,148,8470,96
deadend,148,8470,-
current,147,8374,97
current,148,8471,97
deadend,148,8471,-
current,147,8374,97
deadend,147,8374,-
current,146,8277,98
current,147,8375,98
deadend,147,8375,-
current,146,8277,98
deadend,146,8277,-
current,145,8179,98
newpath,146,8276,97
current,146,8276,97
newpath,147,8372,96
current,147,8372,96
newpath,148,8468,96
current,148,8468,96
newpath,149,8563,95
current,149,8563,95
newpath,150,8657,94
current,150,8657,94
deadend,150,8657,-
current,149,8563,95
current,150,8658,95
deadend,150,8658,-
current,149,8563,95
deadend,149,8563,-
current,148,8468,96
current,149,8564,96
deadend,149,8564,-
current,148,8468,96
deadend,148,8468,-
current,147,8372,96
newpath,148,8467,95
current,148,8467,95
newpath,149,8561,94
current,149,8561,94
newpath,150,8655,94
current,150,8655,94
deadend,150,8655,-
current,149,8561,94
newpath,150,8654,93
current,150,8654,93
newpath,151,8746,92
current,151,8746,92
deadend,151,8746,-
current,150,8654,93
current,151,8747,93
deadend,151,8747,-
current,150,8654,93
deadend,150,8654,-
current,149,8561,94
current,150,8656,95
deadend,150,8656,-
current,149,8561,94
deadend,149,8561,-
current,148,8467,95
current,149,8562,95
deadend,149,8562,-
current,148,8467,95
deadend,148,8467,-
current,147,8372,96
current,148,8469,97
deadend,148,8469,-
current,147,8372,96
deadend,147,8372,-
current,146,8276,97
current,147,8373,97
deadend,147,8373,-
current,146,8276,97
deadend,146,8276,-
current,145,8179,98
current,146,8278,99
deadend,146,8278,-
current,145,8179,98
deadend,145,8179,-
current,144,8081,99
current,145,8180,99
deadend,145,8180,-
current,144,8081,99
deadend,144,8081,-
current,143,7982,100
current,144,8083,101
newpath,145,8184,101
current,145,8184,101
current,146,8286,102
current,147,8389,103
current,148,8493,104
current,149,8598,105
current,150,8704,106
deadend,150,8704,-
current,149,8598,105
deadend,149,8598,-
current,148,8493,104
deadend,148,8493,-
current,147,8389,103
deadend,147,8389,-
current,146,8286,102
deadend,146,8286,-
current,145,8185,102
newpath,146,8287,102
current,146,8287,102
current,147,8390,103
current,148,8494,104
current,149,8599,105
current,150,8705,106
deadend,150,8705,-
current,149,8599,105
deadend,149,8599,-
current,148,8494,104
deadend,148,8494,-
current,147,8390,103
deadend,147,8390,-
current,146,8288,103
newpath,147,8391,103
current,147,8391,103
current,148,8495,104
current,149,8600,105
current,150,8706,106
deadend,150,8706,-
current,149,8600,105
deadend,149,8600,-
current,148,8495,104
deadend,148,8495,-
current,147,8392,104
newpath,148,8496,104
current,148,8496,104
current,149,8601,105
current,150,8707,106
deadend,150,8707,-
current,149,8601,105
deadend,149,8601,-
current,148,8497,105
newpath,149,8602,105
current,149,8602,105
current,150,8708,106
deadend,150,8708,-
current,149,8603,106
newpath,150,8709,106
current,150,8709,106
deadend,150,8709,-
current,149,8603,106
current,150,8710,107
current,151,8818,108
deadend,151,8818,-
current,150,8710,107
deadend,150,8710,-
current,149,8603,106
deadend,149,8603,-
current,148,8497,105
current,149,8602,105
deadend,149,8602,-
current,148,8497,105
deadend,148,8497,-
current,147,8392,104
current,148,8496,104
deadend,148,8496,-
current,147,8392,104
deadend,147,8392,-
current,146,8288,103
current,147,8391,103
deadend,147,8391,-
current,146,8288,103
deadend,146,8288,-
current,145,8185,102
current,146,8287,102
deadend,146,8287,-
current,145,8185,102
deadend,145,8185,-
current,144,8083,101
current,145,8184,101
deadend,145,8184,-
current,144,8083,101
deadend,144,8083,-
current,143,7982,100
deadend,143,7982,-
current,142,7882,100
newpath,143,7981,99
current,143,7981,99
newpath,144,8079,98
current,144,8079,98
newpath,145,8177,98
current,145,8177,98
newpath,146,8274,97
current,146,8274,97
newpath,147,8370,96
current,147,8370,96
newpath,148,8465,95
current,148,8465,95
newpath,149,8559,94
current,149,8559,94
newpath,150,8652,93
current,150,8652,93
newpath,151,8744,92
current,151,8744,92
deadend,151,8744,-
current,150,8652,93
current,151,8745,93
deadend,151,8745,-
current,150,8652,93
deadend,150,8652,-
current,149,8559,94
current,150,8653,94
deadend,150,8653,-
current,149,8559,94
deadend,149,8559,-
current,148,8465,95
current,149,8560,95
deadend,149,8560,-
current,148,8465,95
deadend,148,8465,-
current,147,8370,96
current,148,8466,96
deadend,148,8466,-
current,147,8370,96
deadend,147,8370,-
current,146,8274,97
current,147,8371,97
deadend,147,8371,-
current,146,8274,97
deadend,146,8274,-
current,145,8177,98
current,146,8275,98
deadend,146,8275,-
current,145,8177,98
deadend,145,8177,-
current,144,8079,98
newpath,145,8176,97
current,145,8176,97
newpath,146,8272,96
current,146,8272,96
newpath,147,8368,96
current,147,8368,96
newpath,148,8463,95
current,148,8463,95
newpath,149,8557,94
current,149,8557,94
newpath,150,8650,93
current,150,8650,93
newpath,151,8742,92
current,151,8742,92
deadend,151,8742,-
current,150,8650,93
current,151,8743,93
deadend,151,8743,-
current,150,8650,93
deadend,150,8650,-
current,149,8557,94
current,150,8651,94
deadend,150,8651,-
current,149,8557,94
deadend,149,8557,-
current,148,8463,95
current,149,8558,95
deadend,149,8558,-
current,148,8463,95
deadend,148,8463,-
current,147,8368,96
current,148,8464,96
deadend,148,8464,-
current,147,8368,96
deadend,147,8368,-
current,146,8272,96
newpath,147,8367,95
current,147,8367,95
newpath,148,8461,94
current,148,8461,94
newpath,149,8555,94
current,149,8555,94
newpath,150,8648,93
current,150,8648,93
newpath,151,8740,92
current,151,8740,92
deadend,151,8740,-
current,150,8648,93
current,151,8741,93
deadend,151,8741,-
current,150,8648,93
deadend,150,8648,-
current,149,8555,94
current,150,8649,94
deadend,150,8649,-
current,149,8555,94
deadend,149,8555,-
current,148,8461,94
newpath,149,8554,93
current,149,8554,93
newpath,150,8646,92
current,150,8646,92
newpath,151,8738,92
current,151,8738,92
deadend,151,8738,-
current,150,8646,92
newpath,151,8737,91
current,151,8737,91
deadend,151,8737,-
current,150,8646,92
current,151,8739,93
deadend,151,8739,-
current,150,8646,92
deadend,150,8646,-
current,149,8554,93
current,150,8647,93
deadend,150,8647,-
current,149,8554,93
deadend,149,8554,-
current,148,8461,94
current,149,8556,95
deadend,149,8556,-
current,148,8461,94
deadend,148,8461,-
current,147,8367,95
current,148,8462,95
deadend,148,8462,-
current,147,8367,95
deadend,147,8367,-
current,146,8272,96
current,147,8369,97
deadend,147,8369,-
current,146,8272,96
deadend,146,8272,-
current,145,8176,97
current,146,8273,97
deadend,146,8273,-
current,145,8176,97
deadend,145,8176,-
current,144,8079,98
current,145,8178,99
deadend,145,8178,-
current,144,8079,98
deadend,144,8079,-
current,143,7981,99
current,144,8080,99
deadend,144,8080,-
current,143,7981,99
deadend,143,7981,-
current,142,7882,100
current,143,7983,101
newpath,144,8084,101
current,144,8084,101
current,145,8186,102
current,146,8289,103
current,147,8393,104
current,148,8498,105
current,149,8604,106
current,150,8711,107
deadend,150,8711,-
current,149,8604,106
deadend,149,8604,-
current,148,8498,105
deadend,148,8498,-
current,147,8393,104
deadend,147,8393,-
current,146,8289,103
deadend,146,8289,-
current,145,8186,102
deadend,145,8186,-
current,144,8085,102
newpath,145,8187,102
current,145,8187,102
current,146,8290,103
current,147,8394,104
current,148,8499,105
current,149,8605,106
current,150,8712,107
deadend,150,8712,-
current,149,8605,106
deadend,149,8605,-
current,148,8499,105
deadend,148,8499,-
current,147,8394,104
deadend,147,8394,-
current,146,8290,103
deadend,146,8290,-
current,145,8188,103
newpath,146,8291,103
current,146,8291,103
current,147,8395,104
current,148,8500,105
current,149,8606,106
current,150,8713,107
deadend,150,8713,-
current,149,8606,106
deadend,149,8606,-
current,148,8500,105
deadend,148,8500,-
current,147,8395,104
deadend,147,8395,-
current,146,8292,104
newpath,147,8396,104
current,147,8396,104
deadend,147,8396,-
current,146,8292,104
current,147,8397,105
newpath,148,8502,105
current,148,8502,105
newpath,149,8607,105
current,149,8607,105
deadend,149,8607,-
current,148,8502,105
current,149,8608,106
newpath,150,8714,106
current,150,8714,106
deadend,150,8714,-
current,149,8608,106
current,150,8715,107
deadend,150,8715,-
current,149,8608,106
deadend,149,8608,-
current,148,8502,105
deadend,148,8502,-
current,147,8397,105
current,148,8503,106
newpath,149,8609,106
current,149,8609,106
current,150,8716,107
deadend,150,8716,-
current,149,8610,107
newpath,150,8717,107
current,150,8717,107
deadend,150,8717,-
current,149,8610,107
current,150,8718,108
deadend,150,8718,-
current,149,8610,107
deadend,149,8610,-
current,148,8503,106
current,149,8609,106
deadend,149,8609,-
current,148,8503,106
deadend,148,8503,-
current,147,8397,105
deadend,147,8397,-
current,146,8292,104
deadend,146,8292,-
current,145,8188,103
current,146,8291,103
deadend,146,8291,-
current,145,8188,103
deadend,145,8188,-
current,144,8085,102
current,145,8187,102
deadend,145,8187,-
current,144,8085,102
deadend,144,8085,-
current,143,7983,101
current,144,8084,101
deadend,144,8084,-
current,143,7983,101
deadend,143,7983,-
current,142,7882,100
deadend,142,7882,-
current,141,7782,100
newpath,142,7881,99
current,142,7881,99
newpath,143,7979,98
current,143,7979,98
newpath,144,8077,98
current,144,8077,98
newpath,145,8174,97
current,145,8174,97
newpath,146,8270,96
current,146,8270,96
newpath,147,8365,95
current,147,8365,95
newpath,148,8459,94
current,148,8459,94
newpath,149,8552,93
current,149,8552,93
newpath,150,8644,92
current,150,8644,92
newpath,151,8735,91
current,151,8735,91
deadend,151,8735,-
current,150,8644,92
current,151,8736,92
deadend,151,8736,-
current,150,8644,92
deadend,150,8644,-
current,149,8552,93
current,150,8645,93
deadend,150,8645,-
current,149,8552,93
deadend,149,8552,-
current,148,8459,94
current,149,8553,94
deadend,149,8553,-
current,148,8459,94
deadend,148,8459,-
current,147,8365,95
current,148,8460,95
deadend,148,8460,-
current,147,8365,95
deadend,147,8365,-
current,146,8270,96
current,147,8366,96
deadend,147,8366,-
current,146,8270,96
deadend,146,8270,-
current,145,8174,97
current,146,8271,97
deadend,146,8271,-
current,145,8174,97
deadend,145,8174,-
current,144,8077,98
current,145,8175,98
deadend,145,8175,-
current,144,8077,98
deadend,144,8077,-
current,143,7979,98
newpath,144,8076,97
current,144,8076,97
newpath,145,8172,96
current,145,8172,96
newpath,146,8268,96
current,146,8268,96
newpath,147,8363,95
current,147,8363,95
newpath,148,8457,94
current,148,8457,94
newpath,149,8550,93
current,149,8550,93
newpath,150,8642,92
current,150,8642,92
newpath,151,8733,91
current,151,8733,91
deadend,151,8733,-
current,150,8642,92
current,151,8734,92
deadend,151,8734,-
current,150,8642,92
deadend,150,8642,-
current,149,8550,93
current,150,8643,93
deadend,150,8643,-
current,149,8550,93
deadend,149,8550,-
current,148,8457,94
current,149,8551,94
deadend,149,8551,-
current,148,8457,94
deadend,148,8457,-
current,147,8363,95
current,148,8458,95
deadend,148,8458,-
current,147,8363,95
deadend,147,8363,-
current,146,8268,96
current,147,8364,96
deadend,147,8364,-
current,146,8268,96
deadend,146,8268,-
current,145,8172,96
newpath,146,8267,95
current,146,8267,95
newpath,147,8361,94
current,147,8361,94
newpath,148,8455,94
current,148,8455,94
newpath,149,8548,93
current,149,8548,93
newpath,150,8640,92
current,150,8640,92
current,151,8731,91
deadend,151,8731,-
current,150,8641,93
deadend,150,8641,-
current,149,8549,94
deadend,149,8549,-
newpath,148,8454,93
current,148,8454,93
newpath,149,8547,93
current,149,8547,93
newpath,150,8639,92
current,150,8639,92
current,151,8730,91
deadend,151,8730,-
current,150,8640,93
deadend,150,8640,-
newpath,149,8546,92
current,149,8546,92
newpath,150,8638,92
current,150,8638,92
current,151,8729,91
deadend,151,8729,-
newpath,150,8637,91
current,150,8637,91
newpath,151,8727,90
current,151,8727,90
current,152,8818,91
deadend,152,8818,-
current,151,8728,91
deadend,151,8728,-
current,150,8639,93
deadend,150,8639,-
current,149,8548,94
deadend,149,8548,-
current,148,8456,95
deadend,148,8456,-
current,147,8362,95
deadend,147,8362,-
current,146,8269,97
deadend,146,8269,-
current,145,8172,96
current,146,8267,95
current,147,8361,94
current,148,8455,94
deadend,148,8455,-
current,147,8361,94
current,148,8454,93
current,149,8547,93
deadend,149,8547,-
current,148,8454,93
current,149,8546,92
current,150,8638,92
deadend,150,8638,-
current,149,8546,92
current,150,8637,91
current,151,8727,90
deadend,151,8727,-
current,150,8637,91
deadend,150,8637,-
current,149,8546,92
deadend,149,8546,-
current,148,8454,93
deadend,148,8454,-
current,147,8361,94
deadend,147,8361,-
current,146,8267,95
deadend,146,8267,-
current,145,8172,96
deadend,145,8172,-
current,144,8076,97
current,145,8173,97
deadend,145,8173,-
current,144,8076,97
deadend,144,8076,-
current,143,7979,98
current,144,8078,99
deadend,144,8078,-
current,143,7979,98
deadend,143,7979,-
current,142,7881,99
current,143,7980,99
deadend,143,7980,-
current,142,7881,99
deadend,142,7881,-
current,141,7782,100
current,142,7883,101
newpath,143,7984,101
current,143,7984,101
current,144,8086,102
current,145,8189,103
current,146,8293,104
current,147,8398,105
current,148,8504,106
current,149,8611,107
current,150,8719,108
deadend,150,8719,-
current,149,8611,107
deadend,149,8611,-
current,148,8504,106
deadend,148,8504,-
current,147,8398,105
deadend,147,8398,-
current,146,8293,104
deadend,146,8293,-
current,145,8189,103
deadend,145,8189,-
current,144,8086,102
deadend,144,8086,-
current,143,7985,102
newpath,144,8087,102
current,144,8087,102
current,145,8190,103
current,146,8294,104
current,147,8399,105
current,148,8505,106
current,149,8612,107
current,150,8720,108
deadend,150,8720,-
current,149,8612,107
deadend,149,8612,-
current,148,8505,106
deadend,148,8505,-
current,147,8399,105
deadend,147,8399,-
current,146,8294,104
deadend,146,8294,-
current,145,8190,103
deadend,145,8190,-
current,144,8088,103
newpath,145,8191,103
current,145,8191,103
current,146,8295,104
current,147,8400,105
current,148,8506,106
current,149,8613,107
current,150,8721,108
deadend,150,8721,-
current,149,8613,107
deadend,149,8613,-
current,148,8506,106
deadend,148,8506,-
current,147,8400,105
deadend,147,8400,-
current,146,8295,104
deadend,146,8295,-
current,145,8192,104
newpath,146,8296,104
current,146,8296,104
current,147,8401,105
current,148,8507,106
current,149,8614,107
current,150,8722,108
deadend,150,8722,-
current,149,8614,107
deadend,149,8614,-
current,148,8507,106
deadend,148,8507,-
current,147,8401,105
deadend,147,8401,-
current,146,8297,105
newpath,147,8402,105
current,147,8402,105
current,148,8508,106
current,149,8615,107
current,150,8723,108
deadend,150,8723,-
current,149,8615,107
deadend,149,8615,-
current,148,8508,106
deadend,148,8508,-
current,147,8403,106
newpath,148,8509,106
current,148,8509,106
current,149,8616,107
current,150,8724,108
deadend,150,8724,-
current,149,8616,107
deadend,149,8616,-
current,148,8510,107
newpath,149,8617,107
current,149,8617,107
current,150,8725,108
deadend,150,8725,-
current,149,8618,108
newpath,150,8726,108
current,150,8726,108
deadend,150,8726,-
current,149,8618,108
current,150,8727,109
deadend,150,8727,-
current,149,8618,108
deadend,149,8618,-
current,148,8510,107
current,149,8617,107
deadend,149,8617,-
current,148,8510,107
deadend,148,8510,-
current,147,8403,106
current,148,8509,106
deadend,148,8509,-
current,147,8403,106
deadend,147,8403,-
current,146,8297,105
current,147,8402,105
deadend,147,8402,-
current,146,8297,105
deadend,146,8297,-
current,145,8192,104
current,146,8296,104
deadend,146,8296,-
current,145,8192,104
deadend,145,8192,-
current,144,8088,103
current,145,8191,103
deadend,145,8191,-
current,144,8088,103
deadend,144,8088,-
current,143,7985,102
current,144,8087,102
deadend,144,8087,-
current,143,7985,102
deadend,143,7985,-
current,142,7883,101
current,143,7984,101
deadend,143,7984,-
current,142,7883,101
deadend,142,7883,-
current,141,7782,100
deadend,141,7782,-
current,140,7682,100
newpath,141,7781,99
current,141,7781,99
newpath,142,7879,98
current,142,7879,98
newpath,143,7977,98
current,143,7977,98
newpath,144,8074,97
current,144,8074,97
newpath,145,8170,96
current,145,8170,96
newpath,146,8265,95
current,146,8265,95
newpath,147,8359,94
current,147,8359,94
newpath,148,8452,93
current,148,8452,93
newpath,149,8544,92
current,149,8544,92
newpath,150,8635,91
current,150,8635,91
newpath,151,8725,90
current,151,8725,90
deadend,151,8725,-
current,150,8635,91
current,151,8726,91
deadend,151,8726,-
current,150,8635,91
deadend,150,8635,-
current,149,8544,92
current,150,8636,92
deadend,150,8636,-
current,149,8544,92
deadend,149,8544,-
current,148,8452,93
current,149,8545,93
deadend,149,8545,-
current,148,8452,93
deadend,148,8452,-
current,147,8359,94
current,148,8453,94
deadend,148,8453,-
current,147,8359,94
deadend,147,8359,-
current,146,8265,95
current,147,8360,95
deadend,147,8360,-
current,146,8265,95
deadend,146,8265,-
