type,t,p,v
current,125,6182,99
current,126,6282,100
current,127,6382,100
current,128,6482,100
current,129,6582,100
current,130,6682,100
current,131,6782,100
current,132,6882,100
current,133,6982,100
current,134,7082,100
current,135,7182,100
current,136,7282,100
current,137,7382,100
current,138,7482,100
current,139,7582,100
current,140,7682,100
current,141,7782,100
current,142,7882,100
current,143,7982,100
current,144,8082,100
current,145,8182,100
current,146,8282,100
current,147,8382,100
current,148,8482,100
current,149,8582,100
current,150,8682,100
current,149,8582,100
current,150,8681,99
current,149,8582,100
current,150,8683,101
current,149,8582,100
current,148,8482,100
current,149,8581,99
current,150,8679,98
current,149,8581,99
current,150,8680,99
current,149,8581,99
current,148,8482,100
current,149,8583,101
current,150,8684,101
current,149,8583,101
current,150,8685,102
current,149,8583,101
current,148,8482,100
current,147,8382,100
current,148,8481,99
current,149,8579,98
current,150,8677,98
current,149,8579,98
current,150,8676,97
current,149,8579,98
current,150,8678,99
current,149,8579,98
current,148,8481,99
current,149,8580,99
current,148,8481,99
current,147,8382,100
current,148,8483,101
current,149,8584,101
current,150,8686,102
current,149,8585,102
current,150,8687,102
current,149,8585,102
current,150,8688,103
current,149,8585,102
current,148,8483,101
current,149,8584,101
current,148,8483,101
current,147,8382,100
current,146,8282,100
current,147,8381,99
current,148,8479,98
current,149,8577,98
current,150,8674,97
current,149,8577,98
current,150,8675,98
current,149,8577,98
current,148,8479,98
current,149,8576,97
current,150,8672,96
current,149,8576,97
current,150,8673,97
current,149,8576,97
current,148,8479,98
current,149,8578,99
current,148,8479,98
current,147,8381,99
current,148,8480,99
current,147,8381,99
current,146,8282,100
current,147,8383,101
current,148,8484,101
current,149,8586,102
current,150,8689,103
current,149,8586,102
current,148,8485,102
current,149,8587,102
current,150,8690,103
current,149,8588,103
current,150,8691,103
current,149,8588,103
current,150,8692,104
current,149,8588,103
current,148,8485,102
current,149,8587,102
current,148,8485,102
current,147,8383,101
current,148,8484,101
current,147,8383,101
current,146,8282,100
current,145,8182,100
current,146,8281,99
current,147,8379,98
current,148,8477,98
current,149,8574,97
current,150,8670,96
current,149,8574,97
current,150,8671,97
current,149,8574,97
current,148,8477,98
current,149,8575,98
current,148,8477,98
current,147,8379,98
current,148,8476,97
current,149,8572,96
current,150,8668,96
current,149,8572,96
current,150,8667,95
current,149,8572,96
current,150,8669,97
current,149,8572,96
current,148,8476,97
current,149,8573,97
current,148,8476,97
current,147,8379,98
current,148,8478,99
current,147,8379,98
current,146,8281,99
current,147,8380,99
current,146,8281,99
current,145,8182,100
current,146,8283,101
current,147,8384,101
current,148,8486,102
current,149,8589,103
current,150,8693,104
current,149,8589,103
current,148,8486,102
current,147,8385,102
current,148,8487,102
current,149,8590,103
current,150,8694,104
current,149,8590,103
current,148,8488,103
current,149,8591,103
current,150,8695,104
current,149,8592,104
current,150,8696,104
current,149,8592,104
current,150,8697,105
current,149,8592,104
current,148,8488,103
current,149,8591,103
current,148,8488,103
current,147,8385,102
current,148,8487,102
current,147,8385,102
current,146,8283,101
current,147,8384,101
current,146,8283,101
current,145,8182,100
current,144,8082,100
current,145,8181,99
current,146,8279,98
current,147,8377,98
current,148,8474,97
current,149,8570,96
current,150,8665,95
current,149,8571,97
current,148,8475,98
current,147,8376,97
current,148,8473,97
current,149,8569,96
current,150,8664,95
current,149,8570,97
current,148,8472,96
current,149,8568,96
current,150,8663,95
current,149,8567,95
current,150,8662,95
current,149,8569,97
current,148,8474,98
current,147,8378,99
current,146,8280,99
current,145,8183,101
current,146,8284,101
current,147,8386,102
current,148,8489,103
current,149,8593,104
current,150,8698,105
current,149,8593,104
current,148,8489,103
current,147,8386,102
current,146,8285,102
current,147,8387,102
current,148,8490,103
current,149,8594,104
current,150,8699,105
current,149,8594,104
current,148,8490,103
current,147,8388,103
current,148,8491,103
current,149,8595,104
current,150,8700,105
current,149,8595,104
current,148,8492,104
current,149,8596,104
current,150,8701,105
current,149,8597,105
current,150,8702,105
current,149,8597,105
current,150,8703,106
current,149,8597,105
current,148,8492,104
current,149,8596,104
current,148,8492,104
current,147,8388,103
current,148,8491,103
current,147,8388,103
current,146,8285,102
current,147,8387,102
current,146,8285,102
current,145,8183,101
current,146,8284,101
current,145,8183,101
current,144,8082,100
current,145,8181,99
current,146,8279,98
current,147,8377,98
current,146,8279,98
current,147,8376,97
current,148,8473,97
current,147,8376,97
current,148,8472,96
current,149,8568,96
current,148,8472,96
current,149,8567,95
current,148,8472,96
current,147,8376,97
current,146,8279,98
current,145,8181,99
current,144,8082,100
current,143,7982,100
current,144,8081,99
current,145,8179,98
current,146,8277,98
current,147,8374,97
current,148,8470,96
current,149,8565,95
current,150,8659,94
current,149,8565,95
current,150,8660,95
current,149,8565,95
current,148,8470,96
current,149,8566,96
current,148,8470,96
current,147,8374,97
current,148,8471,97
current,147,8374,97
current,146,8277,98
current,147,8375,98
current,146,8277,98
current,145,8179,98
current,146,8276,97
current,147,8372,96
current,148,8468,96
current,149,8563,95
current,150,8657,94
current,149,8563,95
current,150,8658,95
current,149,8563,95
current,148,8468,96
current,149,8564,96
current,148,8468,96
current,147,8372,96
current,148,8467,95
current,149,8561,94
current,150,8655,94
current,149,8561,94
current,150,8654,93
current,151,8746,92
current,150,8654,93
current,151,8747,93
current,150,8654,93
current,149,8561,94
current,150,8656,95
current,149,8561,94
current,148,8467,95
current,149,8562,95
current,148,8467,95
current,147,8372,96
current,148,8469,97
current,147,8372,96
current,146,8276,97
current,147,8373,97
current,146,8276,97
current,145,8179,98
current,146,8278,99
current,145,8179,98
current,144,8081,99
current,145,8180,99
current,144,8081,99
current,143,7982,100
current,144,8083,101
current,145,8184,101
current,146,8286,102
current,147,8389,103
current,148,8493,104
current,149,8598,105
current,150,8704,106
current,149,8598,105
current,148,8493,104
current,147,8389,103
current,146,8286,102
current,145,8185,102
current,146,8287,102
current,147,8390,103
current,148,8494,104
current,149,8599,105
current,150,8705,106
current,149,8599,105
current,148,8494,104
current,147,8390,103
current,146,8288,103
current,147,8391,103
current,148,8495,104
current,149,8600,105
current,150,8706,106
current,149,8600,105
current,148,8495,104
current,147,8392,104
current,148,8496,104
current,149,8601,105
current,150,8707,106
current,149,8601,105
current,148,8497,105
current,149,8602,105
current,150,8708,106
current,149,8603,106
current,150,8709,106
current,149,8603,106
current,150,8710,107
current,151,8818,108
current,150,8710,107
current,149,8603,106
current,148,8497,105
current,149,8602,105
current,148,8497,105
current,147,8392,104
current,148,8496,104
current,147,8392,104
current,146,8288,103
current,147,8391,103
current,146,8288,103
current,145,8185,102
current,146,8287,102
current,145,8185,102
current,144,8083,101
current,145,8184,101
current,144,8083,101
current,143,7982,100
current,142,7882,100
current,143,7981,99
current,144,8079,98
current,145,8177,98
current,146,8274,97
current,147,8370,96
current,148,8465,95
current,149,8559,94
current,150,8652,93
current,151,8744,92
current,150,8652,93
current,151,8745,93
current,150,8652,93
current,149,8559,94
current,150,8653,94
current,149,8559,94
current,148,8465,95
current,149,8560,95
current,148,8465,95
current,147,8370,96
current,148,8466,96
current,147,8370,96
current,146,8274,97
current,147,8371,97
current,146,8274,97
current,145,8177,98
current,146,8275,98
current,145,8177,98
current,144,8079,98
current,145,8176,97
current,146,8272,96
current,147,8368,96
current,148,8463,95
current,149,8557,94
current,150,8650,93
current,151,8742,92
current,150,8650,93
current,151,8743,93
current,150,8650,93
current,149,8557,94
current,150,8651,94
current,149,8557,94
current,148,8463,95
current,149,8558,95
current,148,8463,95
current,147,8368,96
current,148,8464,96
current,147,8368,96
current,146,8272,96
current,147,8367,95
current,148,8461,94
current,149,8555,94
current,150,8648,93
current,151,8740,92
current,150,8648,93
current,151,8741,93
current,150,8648,93
current,149,8555,94
current,150,8649,94
current,149,8555,94
current,148,8461,94
current,149,8554,93
current,150,8646,92
current,151,8738,92
current,150,8646,92
current,151,8737,91
current,150,8646,92
current,151,8739,93
current,150,8646,92
current,149,8554,93
current,150,8647,93
current,149,8554,93
current,148,8461,94
current,149,8556,95
current,148,8461,94
current,147,8367,95
current,148,8462,95
current,147,8367,95
current,146,8272,96
current,147,8369,97
current,146,8272,96
current,145,8176,97
current,146,8273,97
current,145,8176,97
current,144,8079,98
current,145,8178,99
current,144,8079,98
current,143,7981,99
current,144,8080,99
current,143,7981,99
current,142,7882,100
current,143,7983,101
current,144,8084,101
current,145,8186,102
current,146,8289,103
current,147,8393,104
current,148,8498,105
current,149,8604,106
current,150,8711,107
current,149,8604,106
current,148,8498,105
current,147,8393,104
current,146,8289,103
current,145,8186,102
current,144,8085,102
current,145,8187,102
current,146,8290,103
current,147,8394,104
current,148,8499,105
current,149,8605,106
current,150,8712,107
current,149,8605,106
current,148,8499,105
current,147,8394,104
current,146,8290,103
current,145,8188,103
current,146,8291,103
current,147,8395,104
current,148,8500,105
current,149,8606,106
current,150,8713,107
current,149,8606,106
current,148,8500,105
current,147,8395,104
current,146,8292,104
current,147,8396,104
current,146,8292,104
current,147,8397,105
current,148,8502,105
current,149,8607,105
current,148,8502,105
current,149,8608,106
current,150,8714,106
current,149,8608,106
current,150,8715,107
current,149,8608,106
current,148,8502,105
current,147,8397,105
current,148,8503,106
current,149,8609,106
current,150,8716,107
current,149,8610,107
current,150,8717,107
current,149,8610,107
current,150,8718,108
current,149,8610,107
current,148,8503,106
current,149,8609,106
current,148,8503,106
current,147,8397,105
current,146,8292,104
current,145,8188,103
current,146,8291,103
current,145,8188,103
current,144,8085,102
current,145,8187,102
current,144,8085,102
current,143,7983,101
current,144,8084,101
current,143,7983,101
current,142,7882,100
current,141,7782,100
current,142,7881,99
current,143,7979,98
current,144,8077,98
current,145,8174,97
current,146,8270,96
current,147,8365,95
current,148,8459,94
current,149,8552,93
current,150,8644,92
current,151,8735,91
current,150,8644,92
current,151,8736,92
current,150,8644,92
current,149,8552,93
current,150,8645,93
current,149,8552,93
current,148,8459,94
current,149,8553,94
current,148,8459,94
current,147,8365,95
current,148,8460,95
current,147,8365,95
current,146,8270,96
current,147,8366,96
current,146,8270,96
current,145,8174,97
current,146,8271,97
current,145,8174,97
current,144,8077,98
current,145,8175,98
current,144,8077,98
current,143,7979,98
current,144,8076,97
current,145,8172,96
current,146,8268,96
current,147,8363,95
current,148,8457,94
current,149,8550,93
current,150,8642,92
current,151,8733,91
current,150,8642,92
current,151,8734,92
current,150,8642,92
current,149,8550,93
current,150,8643,93
current,149,8550,93
current,148,8457,94
current,149,8551,94
current,148,8457,94
current,147,8363,95
current,148,8458,95
current,147,8363,95
current,146,8268,96
current,147,8364,96
current,146,8268,96
current,145,8172,96
current,146,8267,95
current,147,8361,94
current,148,8455,94
current,149,8548,93
current,150,8640,92
current,151,8731,91
current,150,8641,93
current,149,8549,94
current,148,8454,93
current,149,8547,93
current,150,8639,92
current,151,8730,91
current,150,8640,93
current,149,8546,92
current,150,8638,92
current,151,8729,91
current,150,8637,91
current,151,8727,90
current,152,8818,91
current,151,8728,91
current,150,8639,93
current,149,8548,94
current,148,8456,95
current,147,8362,95
current,146,8269,97
current,145,8172,96
current,146,8267,95
current,147,8361,94
current,148,8455,94
current,147,8361,94
current,148,8454,93
current,149,8547,93
current,148,8454,93
current,149,8546,92
current,150,8638,92
current,149,8546,92
current,150,8637,91
current,151,8727,90
current,150,8637,91
current,149,8546,92
current,148,8454,93
current,147,8361,94
current,146,8267,95
current,145,8172,96
current,144,8076,97
current,145,8173,97
current,144,8076,97
current,143,7979,98
current,144,8078,99
current,143,7979,98
current,142,7881,99
current,143,7980,99
current,142,7881,99
current,141,7782,100
current,142,7883,101
current,143,7984,101
current,144,8086,102
current,145,8189,103
current,146,8293,104
current,147,8398,105
current,148,8504,106
current,149,8611,107
current,150,8719,108
current,149,8611,107
current,148,8504,106
current,147,8398,105
current,146,8293,104
current,145,8189,103
current,144,8086,102
current,143,7985,102
current,144,8087,102
current,145,8190,103
current,146,8294,104
current,147,8399,105
current,148,8505,106
current,149,8612,107
current,150,8720,108
current,149,8612,107
current,148,8505,106
current,147,8399,105
current,146,8294,104
current,145,8190,103
current,144,8088,103
current,145,8191,103
current,146,8295,104
current,147,8400,105
current,148,8506,106
current,149,8613,107
current,150,8721,108
current,149,8613,107
current,148,8506,106
current,147,8400,105
current,146,8295,104
current,145,8192,104
current,146,8296,104
current,147,8401,105
current,148,8507,106
current,149,8614,107
current,150,8722,108
current,149,8614,107
current,148,8507,106
current,147,8401,105
current,146,8297,105
current,147,8402,105
current,148,8508,106
current,149,8615,107
current,150,8723,108
current,149,8615,107
current,148,8508,106
current,147,8403,106
current,148,8509,106
current,149,8616,107
current,150,8724,108
current,149,8616,107
current,148,8510,107
current,149,8617,107
current,150,8725,108
current,149,8618,108
current,150,8726,108
current,149,8618,108
current,150,8727,109
current,149,8618,108
current,148,8510,107
current,149,8617,107
current,148,8510,107
current,147,8403,106
current,148,8509,106
current,147,8403,106
current,146,8297,105
current,147,8402,105
current,146,8297,105
current,145,8192,104
current,146,8296,104
current,145,8192,104
current,144,8088,103
current,145,8191,103
current,144,8088,103
current,143,7985,102
current,144,8087,102
current,143,7985,102
current,142,7883,101
current,143,7984,101
current,142,7883,101
current,141,7782,100
current,140,7682,100
current,141,7781,99
current,142,7879,98
current,143,7977,98
current,144,8074,97
current,145,8170,96
current,146,8265,95
current,147,8359,94
current,148,8452,93
current,149,8544,92
current,150,8635,91
current,151,8725,90
current,150,8635,91
current,151,8726,91
current,150,8635,91
current,149,8544,92
current,150,8636,92
current,149,8544,92
current,148,8452,93
current,149,8545,93
current,148,8452,93
current,147,8359,94
current,148,8453,94
current,147,8359,94
current,146,8265,95
current,147,8360,95
current,146,8265,95
current,145,8170,96
current,146,8266,96
current,145,8170,96
current,144,8074,97
current,145,8171,97
current,144,8074,97
current,143,7977,98
current,144,8075,98
current,143,7977,98
current,142,7879,98
current,143,7976,97
current,144,8072,96
current,145,8168,96
current,146,8263,95
current,147,8357,94
current,148,8450,93
current,149,8542,92
current,150,8633,91
current,151,8723,90
current,150,8633,91
current,151,8724,91
current,150,8633,91
current,149,8542,92
current,150,8634,92
current,149,8542,92
current,148,8450,93
current,149,8543,93
current,148,8450,93
current,147,8357,94
current,148,8451,94
current,147,8357,94
current,146,8263,95
current,147,8358,95
current,146,8263,95
current,145,8168,96
current,146,8264,96
current,145,8168,96
current,144,8072,96
current,145,8167,95
current,146,8261,94
current,147,8355,94
current,148,8448,93
current,149,8540,92
current,150,8631,91
current,151,8721,90
current,150,8631,91
current,151,8722,91
current,150,8631,91
current,149,8540,92
current,150,8632,92
current,149,8540,92
current,148,8448,93
current,149,8541,93
current,148,8448,93
current,147,8355,94
current,148,8449,94
current,147,8355,94
current,146,8261,94
current,147,8354,93
current,148,8446,92
current,149,8538,92
current,150,8629,91
current,151,8719,90
current,150,8629,91
current,151,8720,91
current,150,8629,91
current,149,8538,92
current,150,8630,92
current,149,8538,92
current,148,8446,92
current,149,8537,91
current,150,8627,90
current,151,8716,89
current,150,8627,90
current,151,8718,91
current,150,8627,90
current,149,8537,91
current,150,8628,91
current,149,8537,91
current,148,8446,92
current,149,8539,93
current,148,8446,92
current,147,8354,93
current,148,8447,93
current,147,8354,93
current,146,8261,94
current,147,8356,95
current,146,8261,94
current,145,8167,95
current,146,8262,95
current,145,8167,95
current,144,8072,96
current,145,8169,97
current,144,8072,96
current,143,7976,97
current,144,8073,97
current,143,7976,97
current,142,7879,98
current,143,7978,99
current,142,7879,98
current,141,7781,99
current,142,7880,99
current,141,7781,99
current,140,7682,100
current,141,7783,101
current,142,7884,101
current,143,7986,102
current,144,8089,103
current,145,8193,104
current,146,8298,105
current,147,8404,106
current,148,8511,107
current,149,8619,108
current,150,8728,109
current,149,8619,108
current,148,8511,107
current,147,8404,106
current,146,8298,105
current,145,8193,104
current,144,8089,103
current,143,7986,102
current,142,7885,102
current,143,7987,102
current,144,8090,103
current,145,8194,104
current,146,8299,105
current,147,8405,106
current,148,8512,107
current,149,8620,108
current,150,8729,109
current,149,8620,108
current,148,8512,107
current,147,8405,106
current,146,8299,105
current,145,8194,104
current,144,8090,103
current,143,7988,103
current,144,8091,103
current,145,8195,104
current,146,8300,105
current,147,8406,106
current,148,8513,107
current,149,8621,108
current,150,8730,109
current,149,8621,108
current,148,8513,107
current,147,8406,106
current,146,8300,105
current,145,8195,104
current,144,8092,104
current,145,8197,105
current,146,8302,105
current,147,8407,105
current,146,8301,104
current,145,8197,105
current,146,8303,106
current,147,8409,106
current,148,8515,106
current,149,8622,107
current,148,8514,105
current,147,8409,106
current,148,8516,107
current,149,8623,107
current,150,8731,108
current,149,8624,108
current,150,8732,108
current,149,8624,108
current,150,8733,109
current,149,8624,108
current,148,8516,107
current,149,8623,107
current,148,8516,107
current,147,8409,106
current,148,8515,106
current,147,8409,106
current,146,8303,106
current,147,8410,107
current,148,8517,107
current,149,8625,108
current,150,8734,109
current,149,8625,108
current,148,8518,108
current,149,8626,108
current,150,8735,109
current,149,8627,109
current,150,8736,109
current,149,8627,109
current,150,8737,110
current,149,8627,109
current,148,8518,108
current,149,8626,108
current,148,8518,108
current,147,8410,107
current,148,8517,107
current,147,8410,107
current,146,8303,106
current,145,8197,105
current,146,8302,105
current,145,8197,105
current,144,8092,104
current,143,7988,103
current,144,8091,103
current,143,7988,103
current,142,7885,102
current,143,7987,102
current,142,7885,102
current,141,7783,101
current,142,7884,101
current,141,7783,101
current,140,7682,100
current,139,7582,100
current,140,7681,99
current,141,7779,98
current,142,7877,98
current,143,7974,97
current,144,8070,96
current,145,8165,95
current,146,8259,94
current,147,8352,93
current,148,8444,92
current,149,8535,91
current,150,8625,90
current,151,8714,89
current,150,8625,90
current,151,8715,90
current,150,8625,90
current,149,8535,91
current,150,8626,91
current,149,8535,91
current,148,8444,92
current,149,8536,92
current,148,8444,92
current,147,8352,93
current,148,8445,93
current,147,8352,93
current,146,8259,94
current,147,8353,94
current,146,8259,94
current,145,8165,95
current,146,8260,95
current,145,8165,95
current,144,8070,96
current,145,8166,96
current,144,8070,96
current,143,7974,97
current,144,8071,97
current,143,7974,97
current,142,7877,98
current,143,7975,98
current,142,7877,98
current,141,7779,98
current,142,7876,97
current,143,7972,96
current,144,8068,96
current,145,8163,95
current,146,8257,94
current,147,8350,93
current,148,8442,92
current,149,8533,91
current,150,8623,90
current,151,8712,89
current,150,8623,90
current,151,8713,90
current,150,8623,90
current,149,8533,91
current,150,8624,91
current,149,8533,91
current,148,8442,92
current,149,8534,92
current,148,8442,92
current,147,8350,93
current,148,8443,93
current,147,8350,93
current,146,8257,94
current,147,8351,94
current,146,8257,94
current,145,8163,95
current,146,8258,95
current,145,8163,95
current,144,8068,96
current,145,8164,96
current,144,8068,96
current,143,7972,96
current,144,8067,95
current,145,8161,94
current,146,8255,94
current,147,8348,93
current,148,8440,92
current,149,8531,91
current,150,8621,90
current,151,8710,89
current,150,8621,90
current,151,8711,90
current,150,8621,90
current,149,8531,91
current,150,8622,91
current,149,8531,91
current,148,8440,92
current,149,8532,92
current,148,8440,92
current,147,8348,93
current,148,8441,93
current,147,8348,93
current,146,8255,94
current,147,8349,94
current,146,8255,94
current,145,8161,94
current,146,8254,93
current,147,8346,92
current,148,8438,92
current,149,8529,91
current,150,8619,90
current,151,8708,89
current,150,8619,90
current,151,8709,90
current,150,8619,90
current,149,8529,91
current,150,8620,91
current,149,8529,91
current,148,8438,92
current,149,8530,92
current,148,8438,92
current,147,8346,92
current,148,8437,91
current,149,8527,90
current,150,8617,90
current,151,8706,89
current,150,8617,90
current,151,8707,90
current,150,8617,90
current,149,8527,90
current,150,8616,89
current,151,8704,88
current,150,8616,89
current,151,8705,89
current,150,8616,89
current,149,8527,90
current,150,8618,91
current,149,8527,90
current,148,8437,91
current,149,8528,91
current,148,8437,91
current,147,8346,92
current,148,8439,93
current,147,8346,92
current,146,8254,93
current,147,8347,93
current,146,8254,93
current,145,8161,94
current,146,8256,95
current,145,8161,94
current,144,8067,95
current,145,8162,95
current,144,8067,95
current,143,7972,96
current,144,8069,97
current,143,7972,96
current,142,7876,97
current,143,7973,97
current,142,7876,97
current,141,7779,98
current,142,7878,99
current,141,7779,98
current,140,7681,99
current,141,7780,99
current,140,7681,99
current,139,7582,100
current,140,7683,101
current,141,7784,101
current,142,7886,102
current,143,7989,103
current,144,8093,104
current,145,8198,105
current,146,8304,106
current,147,8411,107
current,148,8519,108
current,149,8628,109
current,150,8738,110
current,149,8628,109
current,148,8519,108
current,147,8411,107
current,146,8304,106
current,145,8198,105
current,144,8093,104
current,143,7989,103
current,142,7886,102
current,141,7785,102
current,142,7887,102
current,143,7990,103
current,144,8094,104
current,145,8199,105
current,146,8305,106
current,147,8412,107
current,148,8520,108
current,149,8629,109
current,150,8739,110
current,149,8629,109
current,148,8520,108
current,147,8412,107
current,146,8305,106
current,145,8199,105
current,144,8094,104
current,143,7990,103
current,142,7888,103
current,143,7991,103
current,144,8095,104
current,145,8200,105
current,146,8306,106
current,147,8413,107
current,148,8521,108
current,149,8630,109
current,150,8740,110
current,149,8630,109
current,148,8521,108
current,147,8413,107
current,146,8306,106
current,145,8200,105
current,144,8095,104
current,143,7992,104
current,144,8096,104
current,145,8201,105
current,146,8307,106
current,147,8414,107
current,148,8522,108
current,149,8631,109
current,150,8741,110
current,149,8631,109
current,148,8522,108
current,147,8414,107
current,146,8307,106
current,145,8201,105
current,144,8097,105
current,145,8202,105
current,146,8308,106
current,147,8415,107
current,148,8523,108
current,149,8632,109
current,150,8742,110
current,149,8632,109
current,148,8523,108
current,147,8415,107
current,146,8308,106
current,145,8203,106
current,146,8309,106
current,147,8416,107
current,148,8524,108
current,149,8633,109
current,150,8743,110
current,149,8633,109
current,148,8524,108
current,147,8416,107
current,146,8310,107
current,147,8417,107
current,148,8525,108
current,149,8634,109
current,150,8744,110
current,149,8634,109
current,148,8525,108
current,147,8418,108
current,148,8526,108
current,149,8635,109
current,150,8745,110
current,149,8635,109
current,148,8527,109
current,149,8636,109
current,150,8746,110
current,149,8637,110
current,150,8747,110
current,149,8637,110
current,148,8527,109
current,149,8636,109
current,148,8527,109
current,147,8418,108
current,148,8526,108
current,147,8418,108
current,146,8310,107
current,147,8417,107
current,146,8310,107
current,145,8203,106
current,146,8309,106
current,145,8203,106
current,144,8097,105
current,145,8202,105
current,144,8097,105
current,143,7992,104
current,144,8096,104
current,143,7992,104
current,142,7888,103
current,143,7991,103
current,142,7888,103
current,141,7785,102
current,142,7887,102
current,141,7785,102
current,140,7683,101
current,141,7784,101
current,140,7683,101
current,139,7582,100
current,138,7482,100
current,139,7581,99
current,140,7679,98
current,141,7777,98
current,142,7874,97
current,143,7970,96
current,144,8065,95
current,145,8159,94
current,146,8252,93
current,147,8344,92
current,148,8435,91
current,149,8525,90
current,150,8614,89
current,151,8702,88
current,150,8614,89
current,151,8703,89
current,150,8614,89
current,149,8525,90
current,150,8615,90
current,149,8525,90
current,148,8435,91
current,149,8526,91
current,148,8435,91
current,147,8344,92
current,148,8436,92
current,147,8344,92
current,146,8252,93
current,147,8345,93
current,146,8252,93
current,145,8159,94
current,146,8253,94
current,145,8159,94
current,144,8065,95
current,145,8160,95
current,144,8065,95
current,143,7970,96
current,144,8066,96
current,143,7970,96
current,142,7874,97
current,143,7971,97
current,142,7874,97
current,141,7777,98
current,142,7875,98
current,141,7777,98
current,140,7679,98
current,141,7776,97
current,142,7872,96
current,143,7968,96
current,144,8063,95
current,145,8157,94
current,146,8250,93
current,147,8342,92
current,148,8433,91
current,149,8523,90
current,150,8612,89
current,151,8700,88
current,150,8612,89
current,151,8701,89
current,150,8612,89
current,149,8523,90
current,150,8613,90
current,149,8523,90
current,148,8433,91
current,149,8524,91
current,148,8433,91
current,147,8342,92
current,148,8434,92
current,147,8342,92
current,146,8250,93
current,147,8343,93
current,146,8250,93
current,145,8157,94
current,146,8251,94
current,145,8157,94
current,144,8063,95
current,145,8158,95
current,144,8063,95
current,143,7968,96
current,144,8064,96
current,143,7968,96
current,142,7872,96
current,143,7967,95
current,144,8061,94
current,145,8154,93
current,146,8247,93
current,147,8340,93
current,148,8432,92
current,147,8339,92
current,148,8430,91
current,149,8521,91
current,150,8611,90
current,149,8520,90
current,150,8609,89
current,151,8698,89
current,150,8609,89
current,151,8697,88
current,150,8609,89
current,151,8699,90
current,150,8609,89
current,149,8520,90
current,150,8610,90
current,149,8520,90
current,148,8430,91
current,149,8522,92
current,148,8430,91
current,149,8521,91
current,148,8430,91
current,147,8339,92
current,148,8431,92
current,147,8339,92
current,146,8247,93
current,147,8341,94
current,146,8247,93
current,147,8340,93
current,146,8247,93
current,145,8154,93
current,146,8246,92
current,147,8337,91
current,148,8428,91
current,149,8518,90
current,150,8607,89
current,151,8695,88
current,150,8607,89
current,151,8696,89
current,150,8607,89
current,149,8518,90
current,150,8608,90
current,149,8518,90
current,148,8428,91
current,149,8519,91
current,148,8428,91
current,147,8337,91
current,148,8427,90
current,149,8516,89
current,150,8605,89
current,151,8693,88
current,150,8605,89
current,151,8694,89
current,150,8605,89
current,149,8516,89
current,150,8604,88
current,151,8691,87
current,150,8604,88
current,151,8692,88
current,150,8604,88
current,149,8516,89
current,150,8606,90
current,149,8516,89
current,148,8427,90
current,149,8517,90
current,148,8427,90
current,147,8337,91
current,148,8429,92
current,147,8337,91
current,146,8246,92
current,147,8338,92
current,146,8246,92
current,145,8154,93
current,146,8248,94
current,145,8154,93
current,144,8061,94
current,145,8156,95
current,144,8061,94
current,143,7967,95
current,144,8062,95
current,143,7967,95
current,142,7872,96
current,143,7969,97
current,142,7872,96
current,141,7776,97
current,142,7873,97
current,141,7776,97
current,140,7679,98
current,141,7778,99
current,140,7679,98
