x,longitude,latitude,date
190,-122.012778,38.407405,01/01/1998
191,-122.012778,38.407405,01/01/1999
192,-122.012778,38.407405,01/01/2001
193,-122.012778,38.407405,01/01/2003
194,-122.012778,38.407405,01/01/2004
195,-122.012778,38.407405,01/01/2006
196,-122.012778,38.407405,01/01/2008
197,-122.012778,38.407405,01/01/2009
198,-122.012778,38.407405,01/01/2010
199,-122.012778,38.407405,01/01/2011
200,-122.012778,38.407405,01/01/2012
201,-122.012778,38.407405,01/01/2013
202,-122.012778,38.407405,01/01/2014
203,-122.186373,37.439616,01/01/2003
204,-122.186373,37.439616,01/01/2004
205,-122.186373,37.439616,01/01/2005
206,-122.186373,37.439616,01/01/2006
207,-122.186373,37.439616,01/01/2007
208,-122.186373,37.439616,01/01/2008
209,-122.186373,37.439616,01/01/2009
210,-122.186373,37.439616,01/01/2010
211,-122.186373,37.439616,01/01/2011
212,-122.186373,37.439616,01/01/2012
213,-122.186373,37.439616,01/01/2013
214,-122.443882,37.769079,01/01/2004
215,-122.443882,37.769079,01/01/2005
216,-122.443882,37.769079,01/01/2009
217,-122.443882,37.769079,01/01/2010
218,-122.443882,37.769079,01/01/2011
219,-122.443882,37.769079,01/01/2012
220,-122.443882,37.769079,01/01/2013
221,-122.439332,37.758279,01/01/2005
222,-122.439332,37.758279,01/01/2006
223,-122.439332,37.758279,01/01/2007
224,-122.439332,37.758279,01/01/2008
225,-122.439332,37.758279,01/01/2009
226,-122.439332,37.758279,01/01/2010
227,-122.439332,37.758279,01/01/2011
228,-122.439332,37.758279,01/01/2012
229,-122.439332,37.758279,01/01/2013
230,-122.260429,37.891825,01/01/2006
231,-122.260429,37.891825,01/01/2007
232,-122.260429,37.891825,01/01/2008
233,-122.260429,37.891825,01/01/2009
234,-122.260429,37.891825,01/01/2010
235,-122.260429,37.891825,01/01/2011
236,-122.260429,37.891825,01/01/2012
237,-122.260429,37.891825,01/01/2013
238,-122.27608,37.892675,01/01/2007
239,-122.27608,37.892675,01/01/2008
240,-122.27608,37.892675,01/01/2009
241,-122.27608,37.892675,01/01/2010
242,-122.27608,37.892675,01/01/2011
243,-122.27608,37.892675,01/01/2012
244,-122.27608,37.892675,01/01/2013
245,-122.260429,37.891825,01/01/1993
246,-122.260429,37.891825,01/01/1994
247,-122.260429,37.891825,01/01/1995
248,-122.260429,37.891825,01/01/1996
249,-122.260429,37.891825,01/01/1998
250,-122.260429,37.891825,01/01/1999
251,-122.260429,37.891825,01/01/2000
252,-122.260429,37.891825,01/01/2001
253,-122.260429,37.891825,01/01/2002
254,-122.260429,37.891825,01/01/2003
255,-122.260429,37.891825,01/01/2004
256,-122.260429,37.891825,01/01/2005
257,-122.260429,37.891825,01/01/2006
258,-122.260429,37.891825,01/01/2007
259,-122.260429,37.891825,01/01/2008
260,-122.260429,37.891825,01/01/2009
261,-122.260429,37.891825,01/01/2010
262,-122.260429,37.891825,01/01/2011
263,-122.260429,37.891825,01/01/2012
264,-122.260429,37.891825,01/01/2013
265,-122.218176,37.370194,01/01/2010
266,-122.218176,37.370194,01/01/2011
267,-122.218176,37.370194,01/01/2012
268,-122.218176,37.370194,01/01/2013
269,-121.66186,37.070923,01/01/2012
270,-121.66186,37.070923,01/01/2013
271,-121.705327,37.189396,01/01/1993
272,-121.705327,37.189396,01/01/1994
273,-121.705327,37.189396,01/01/1995
274,-121.705327,37.189396,01/01/1996
275,-121.705327,37.189396,01/01/1997
276,-121.705327,37.189396,01/01/1998
277,-121.705327,37.189396,01/01/1999
278,-121.705327,37.189396,01/01/2000
279,-121.705327,37.189396,01/01/2001
280,-121.705327,37.189396,01/01/2002
281,-121.705327,37.189396,01/01/2003
282,-121.705327,37.189396,01/01/2004
283,-121.705327,37.189396,01/01/2005
284,-121.705327,37.189396,01/01/2006
285,-121.705327,37.189396,01/01/2007
286,-121.705327,37.189396,01/01/2008
287,-121.705327,37.189396,01/01/2009
288,-121.705327,37.189396,01/01/2010
289,-121.705327,37.189396,01/01/2011
290,-121.705327,37.189396,01/01/2012
291,-121.705327,37.189396,01/01/2013
292,-122.27573,37.865725,01/01/1993
293,-122.27573,37.865725,01/01/1995
294,-122.27573,37.865725,01/01/1996
295,-122.27573,37.865725,01/01/1997
296,-122.27573,37.865725,01/01/1998
297,-122.27573,37.865725,01/01/1999
298,-122.27573,37.865725,01/01/2000
299,-122.27573,37.865725,01/01/2001
300,-122.27573,37.865725,01/01/2002
301,-122.27573,37.865725,01/01/2003
302,-122.27573,37.865725,01/01/2004
303,-122.27573,37.865725,01/01/2006
304,-122.27573,37.865725,01/01/2007
305,-122.27573,37.865725,01/01/2008
306,-122.27573,37.865725,01/01/2009
307,-122.27573,37.865725,01/01/2011
308,-122.27573,37.865725,01/01/2012
309,-122.27573,37.865725,01/01/2013
310,-121.705327,37.189396,01/01/2012
311,-121.705327,37.189396,01/01/2013
312,-121.705327,37.189396,01/01/1993
313,-121.705327,37.189396,01/01/1994
314,-121.705327,37.189396,01/01/1995
315,-121.705327,37.189396,01/01/1996
316,-121.705327,37.189396,01/01/1997
317,-121.705327,37.189396,01/01/1998
318,-121.705327,37.189396,01/01/1999
319,-121.705327,37.189396,01/01/2000
320,-121.705327,37.189396,01/01/2001
321,-121.705327,37.189396,01/01/2002
322,-121.705327,37.189396,01/01/2003
323,-121.705327,37.189396,01/01/2004
324,-121.705327,37.189396,01/01/2005
325,-121.705327,37.189396,01/01/2006
326,-121.705327,37.189396,01/01/2007
327,-121.705327,37.189396,01/01/2008
328,-121.705327,37.189396,01/01/2009
329,-121.705327,37.189396,01/01/2010
330,-121.705327,37.189396,01/01/2011
331,-121.705327,37.189396,01/01/2012
332,-121.705327,37.189396,01/01/2013
333,-121.955399,37.777208,01/01/2012
334,-121.955399,37.777208,01/01/2013
335,-122.443882,37.769079,01/01/2013
336,-122.242029,37.85983,01/01/2013
337,-122.30248,37.918024,01/01/1993
338,-122.30248,37.918024,01/01/1994
339,-122.30248,37.918024,01/01/1995
340,-122.30248,37.918024,01/01/1996
341,-122.30248,37.918024,01/01/1997
342,-122.30248,37.918024,01/01/1998
343,-122.30248,37.918024,01/01/1999
344,-122.30248,37.918024,01/01/2000
345,-122.30248,37.918024,01/01/2001
346,-122.30248,37.918024,01/01/2002
347,-122.30248,37.918024,01/01/2003
348,-122.30248,37.918024,01/01/2004
349,-122.30248,37.918024,01/01/2005
350,-122.30248,37.918024,01/01/2006
351,-122.30248,37.918024,01/01/2007
352,-122.30248,37.918024,01/01/2008
353,-122.30248,37.918024,01/01/2009
354,-122.30248,37.918024,01/01/2010
355,-122.30248,37.918024,01/01/2011
356,-122.30248,37.918024,01/01/2012
357,-122.30248,37.918024,01/01/2013
358,-122.223779,37.786027,01/01/1993
359,-122.223779,37.786027,01/01/1994
360,-122.223779,37.786027,01/01/1995
361,-122.223779,37.786027,01/01/1996
362,-122.223779,37.786027,01/01/1997
363,-122.223779,37.786027,01/01/1998
364,-122.223779,37.786027,01/01/1999
365,-122.223779,37.786027,01/01/2000
366,-122.223779,37.786027,01/01/2001
367,-122.223779,37.786027,01/01/2002
368,-122.223779,37.786027,01/01/2003
369,-122.223779,37.786027,01/01/2004
370,-122.223779,37.786027,01/01/2005
371,-122.223779,37.786027,01/01/2006
372,-122.223779,37.786027,01/01/2007
373,-122.223779,37.786027,01/01/2008
374,-122.223779,37.786027,01/01/2009
375,-122.223779,37.786027,01/01/2010
376,-122.223779,37.786027,01/01/2011
377,-122.223779,37.786027,01/01/2012
378,-122.223779,37.786027,01/01/2013
379,-122.223779,37.786027,01/01/2014
380,-121.705327,37.189396,01/01/2009
381,-121.705327,37.189396,01/01/2010
382,-121.705327,37.189396,01/01/2011
383,-121.705327,37.189396,01/01/2012
384,-122.144826,37.893124,01/01/1993
385,-122.144826,37.893124,01/01/1994
386,-122.144826,37.893124,01/01/1995
387,-122.144826,37.893124,01/01/1996
388,-122.144826,37.893124,01/01/1997
389,-122.144826,37.893124,01/01/1998
390,-122.144826,37.893124,01/01/1999
391,-122.144826,37.893124,01/01/2000
392,-122.144826,37.893124,01/01/2001
393,-122.144826,37.893124,01/01/2002
394,-122.144826,37.893124,01/01/2003
395,-122.144826,37.893124,01/01/2004
396,-122.144826,37.893124,01/01/2005
397,-122.144826,37.893124,01/01/2006
398,-122.144826,37.893124,01/01/2007
399,-122.144826,37.893124,01/01/2008
400,-122.144826,37.893124,01/01/2009
401,-122.144826,37.893124,01/01/2010
402,-122.144826,37.893124,01/01/2011
403,-122.144826,37.893124,01/01/2012
404,-122.144826,37.893124,01/01/2013
405,-122.459982,37.778779,01/01/1993
406,-122.459982,37.778779,01/01/1994
407,-122.459982,37.778779,01/01/1995
408,-122.459982,37.778779,01/01/1996
409,-122.459982,37.778779,01/01/1997
410,-122.459982,37.778779,01/01/1998
411,-122.459982,37.778779,01/01/1999
412,-122.459982,37.778779,01/01/2000
413,-122.459982,37.778779,01/01/2001
414,-122.459982,37.778779,01/01/2002
415,-122.459982,37.778779,01/01/2003
416,-122.459982,37.778779,01/01/2004
417,-122.459982,37.778779,01/01/2005
418,-122.459982,37.778779,01/01/2006
419,-122.459982,37.778779,01/01/2007
420,-122.459982,37.778779,01/01/2008
421,-122.459982,37.778779,01/01/2009
422,-122.459982,37.778779,01/01/2010
423,-122.459982,37.778779,01/01/2011
424,-122.459982,37.778779,01/01/2012
425,-122.459982,37.778779,01/01/2013
426,-122.222278,37.847076,01/01/2011
427,-122.222278,37.847076,01/01/2012
428,-122.222278,37.847076,01/01/2013
429,-122.222278,37.847076,01/01/2014
430,-122.070625,37.873343,01/01/1995
431,-122.070625,37.873343,01/01/1996
432,-122.070625,37.873343,01/01/1997
433,-122.070625,37.873343,01/01/2000
434,-122.070625,37.873343,01/01/2001
435,-122.070625,37.873343,01/01/2002
436,-122.070625,37.873343,01/01/2003
437,-122.070625,37.873343,01/01/2004
438,-122.070625,37.873343,01/01/2005
439,-122.070625,37.873343,01/01/2006
440,-122.070625,37.873343,01/01/2007
441,-122.070625,37.873343,01/01/2008
442,-122.070625,37.873343,01/01/2009
443,-122.070625,37.873343,01/01/2010
444,-122.070625,37.873343,01/01/2011
445,-122.070625,37.873343,01/01/2012
446,-122.070625,37.873343,01/01/2013
447,-122.439332,37.758279,01/01/2012
448,-122.439332,37.758279,01/01/2013
449,-122.260429,37.891825,01/01/1995
450,-122.260429,37.891825,01/01/1997
451,-122.260429,37.891825,01/01/1998
452,-122.260429,37.891825,01/01/2002
453,-122.260429,37.891825,01/01/2003
454,-122.260429,37.891825,01/01/2005
455,-122.260429,37.891825,01/01/2006
456,-122.260429,37.891825,01/01/2007
457,-122.260429,37.891825,01/01/2008
458,-122.260429,37.891825,01/01/2010
459,-122.260429,37.891825,01/01/2011
460,-122.260429,37.891825,01/01/2012
461,-122.260429,37.891825,01/01/2013
462,-122.260429,37.891825,01/01/2014
463,-122.29339,37.516644,01/01/1993
464,-122.29339,37.516644,01/01/1994
465,-122.29339,37.516644,01/01/1995
466,-122.29339,37.516644,01/01/1996
467,-122.29339,37.516644,01/01/1997
468,-122.29339,37.516644,01/01/1998
469,-122.29339,37.516644,01/01/1999
470,-122.29339,37.516644,01/01/2000
471,-122.29339,37.516644,01/01/2001
472,-122.29339,37.516644,01/01/2002
473,-122.29339,37.516644,01/01/2003
474,-122.29339,37.516644,01/01/2004
475,-122.29339,37.516644,01/01/2005
476,-122.29339,37.516644,01/01/2006
477,-122.29339,37.516644,01/01/2007
478,-122.29339,37.516644,01/01/2008
479,-122.29339,37.516644,01/01/2009
480,-122.29339,37.516644,01/01/2010
481,-122.29339,37.516644,01/01/2011
482,-122.29339,37.516644,01/01/2012
483,-122.29339,37.516644,01/01/2013
484,-122.27608,37.892675,01/01/1993
485,-122.27608,37.892675,01/01/1994
486,-122.27608,37.892675,01/01/1995
487,-122.27608,37.892675,01/01/1996
488,-122.27608,37.892675,01/01/1997
489,-122.27608,37.892675,01/01/1998
490,-122.27608,37.892675,01/01/1999
491,-122.27608,37.892675,01/01/2000
492,-122.27608,37.892675,01/01/2001
493,-122.27608,37.892675,01/01/2002
494,-122.27608,37.892675,01/01/2003
495,-122.27608,37.892675,01/01/2004
496,-122.27608,37.892675,01/01/2005
497,-122.27608,37.892675,01/01/2006
498,-122.27608,37.892675,01/01/2007
499,-122.27608,37.892675,01/01/2008
500,-122.27608,37.892675,01/01/2009
501,-122.27608,37.892675,01/01/2010
502,-122.27608,37.892675,01/01/2011
503,-122.27608,37.892675,01/01/2012
504,-122.27608,37.892675,01/01/2013
505,-122.27608,37.892675,01/01/2014
506,-122.260429,37.891825,01/01/1996
507,-122.260429,37.891825,01/01/1997
508,-122.260429,37.891825,01/01/1999
509,-122.260429,37.891825,01/01/2000
510,-122.260429,37.891825,01/01/2001
511,-122.260429,37.891825,01/01/2002
512,-122.260429,37.891825,01/01/2003
513,-122.260429,37.891825,01/01/2004
514,-122.260429,37.891825,01/01/2005
515,-122.260429,37.891825,01/01/2006
516,-122.260429,37.891825,01/01/2007
517,-122.260429,37.891825,01/01/2008
518,-122.260429,37.891825,01/01/2009
519,-122.260429,37.891825,01/01/2010
520,-122.260429,37.891825,01/01/2011
521,-122.260429,37.891825,01/01/2012
522,-122.260429,37.891825,01/01/2013
523,-122.260429,37.891825,01/01/2014
524,-122.260429,37.891825,01/01/1993
525,-122.260429,37.891825,01/01/1994
526,-122.260429,37.891825,01/01/1995
527,-122.260429,37.891825,01/01/1996
528,-122.260429,37.891825,01/01/1997
529,-122.260429,37.891825,01/01/1998
530,-122.260429,37.891825,01/01/1999
531,-122.260429,37.891825,01/01/2000
532,-122.260429,37.891825,01/01/2001
533,-122.260429,37.891825,01/01/2002
534,-122.260429,37.891825,01/01/2003
535,-122.260429,37.891825,01/01/2004
536,-122.260429,37.891825,01/01/2005
537,-122.260429,37.891825,01/01/2006
538,-122.260429,37.891825,01/01/2007
539,-122.260429,37.891825,01/01/2008
540,-122.260429,37.891825,01/01/2009
541,-122.260429,37.891825,01/01/2010
542,-122.260429,37.891825,01/01/2011
543,-122.260429,37.891825,01/01/2012
544,-122.260429,37.891825,01/01/2013
545,-122.260429,37.891825,01/01/2014
546,-121.885066,37.238842,01/01/2010
547,-121.885066,37.238842,01/01/2011
548,-121.885066,37.238842,01/01/2012
549,-121.885066,37.238842,01/01/2013
550,-121.885066,37.238842,01/01/2014
551,-122.29828,37.889525,01/01/1993
552,-122.29828,37.889525,01/01/1994
553,-122.29828,37.889525,01/01/1995
554,-122.29828,37.889525,01/01/1996
555,-122.29828,37.889525,01/01/1997
556,-122.29828,37.889525,01/01/1998
557,-122.29828,37.889525,01/01/1999
558,-122.29828,37.889525,01/01/2000
559,-122.29828,37.889525,01/01/2001
560,-122.29828,37.889525,01/01/2002
561,-122.29828,37.889525,01/01/2003
562,-122.29828,37.889525,01/01/2004
563,-122.29828,37.889525,01/01/2005
564,-122.29828,37.889525,01/01/2006
565,-122.29828,37.889525,01/01/2007
566,-122.29828,37.889525,01/01/2008
567,-122.29828,37.889525,01/01/2009
568,-122.29828,37.889525,01/01/2010
569,-122.29828,37.889525,01/01/2011
570,-122.29828,37.889525,01/01/2012
571,-122.29828,37.889525,01/01/2013
572,-122.218176,37.370194,01/01/2013
573,-122.30248,37.918024,01/01/2000
574,-122.30248,37.918024,01/01/2001
575,-122.30248,37.918024,01/01/2002
576,-122.30248,37.918024,01/01/2003
577,-122.30248,37.918024,01/01/2004
578,-122.30248,37.918024,01/01/2005
579,-122.30248,37.918024,01/01/2006
580,-122.30248,37.918024,01/01/2007
581,-122.30248,37.918024,01/01/2008
582,-122.30248,37.918024,01/01/2009
583,-122.30248,37.918024,01/01/2010
584,-122.30248,37.918024,01/01/2011
585,-122.30248,37.918024,01/01/2012
586,-122.30248,37.918024,01/01/2013
587,-122.561689,38.022322,01/01/2010
588,-122.561689,38.022322,01/01/2011
589,-122.561689,38.022322,01/01/2012
590,-122.561689,38.022322,01/01/2013
591,-122.561689,38.022322,01/01/2014
592,-122.887717,38.112571,01/01/2012
593,-122.887717,38.112571,01/01/2013
594,-122.887717,38.112571,01/01/2014
595,-122.070625,37.873343,01/01/2013
596,-122.437032,37.786028,01/01/2001
597,-122.437032,37.786028,01/01/2002
598,-122.437032,37.786028,01/01/2003
599,-122.437032,37.786028,01/01/2004
600,-122.437032,37.786028,01/01/2005
601,-122.437032,37.786028,01/01/2006
602,-122.437032,37.786028,01/01/2007
603,-122.437032,37.786028,01/01/2008
604,-122.437032,37.786028,01/01/2009
605,-122.437032,37.786028,01/01/2010
606,-122.437032,37.786028,01/01/2011
607,-122.437032,37.786028,01/01/2012
608,-122.437032,37.786028,01/01/2013
609,-122.167126,37.783877,01/01/2011
610,-122.167126,37.783877,01/01/2012
611,-122.167126,37.783877,01/01/2013
612,-122.238779,37.811277,01/01/1997
613,-122.238779,37.811277,01/01/2008
614,-122.238779,37.811277,01/01/2009
615,-122.238779,37.811277,01/01/2010
616,-122.238779,37.811277,01/01/2011
617,-122.238779,37.811277,01/01/2012
618,-122.238779,37.811277,01/01/2013
619,-122.238779,37.811277,01/01/2014
620,-122.27608,37.892675,01/01/1996
621,-122.27608,37.892675,01/01/1997
622,-122.27608,37.892675,01/01/1999
623,-122.27608,37.892675,01/01/2000
624,-122.27608,37.892675,01/01/2001
625,-122.27608,37.892675,01/01/2002
626,-122.27608,37.892675,01/01/2003
627,-122.27608,37.892675,01/01/2004
628,-122.27608,37.892675,01/01/2005
629,-122.27608,37.892675,01/01/2006
630,-122.27608,37.892675,01/01/2007
631,-122.27608,37.892675,01/01/2008
632,-122.27608,37.892675,01/01/2009
633,-122.27608,37.892675,01/01/2010
634,-122.27608,37.892675,01/01/2011
635,-122.27608,37.892675,01/01/2012
636,-122.27608,37.892675,01/01/2013
637,-122.27608,37.892675,01/01/2014
638,-122.218176,37.370194,01/01/2010
639,-122.218176,37.370194,01/01/2011
640,-122.218176,37.370194,01/01/2012
641,-122.218176,37.370194,01/01/2013
642,-122.29828,37.889525,01/01/1994
643,-122.29828,37.889525,01/01/1995
644,-122.29828,37.889525,01/01/1996
645,-122.29828,37.889525,01/01/1997
646,-122.29828,37.889525,01/01/1998
647,-122.29828,37.889525,01/01/1999
648,-122.29828,37.889525,01/01/2000
649,-122.29828,37.889525,01/01/2002
650,-122.29828,37.889525,01/01/2003
651,-122.29828,37.889525,01/01/2004
652,-122.29828,37.889525,01/01/2005
653,-122.29828,37.889525,01/01/2006
654,-122.29828,37.889525,01/01/2007
655,-122.29828,37.889525,01/01/2008
656,-122.29828,37.889525,01/01/2009
657,-122.29828,37.889525,01/01/2010
658,-122.29828,37.889525,01/01/2011
659,-122.29828,37.889525,01/01/2012
660,-122.29828,37.889525,01/01/2013
661,-122.240179,37.843126,01/01/2003
662,-122.240179,37.843126,01/01/2004
663,-122.240179,37.843126,01/01/2005
664,-122.240179,37.843126,01/01/2006
665,-122.240179,37.843126,01/01/2007
666,-122.240179,37.843126,01/01/2008
667,-122.240179,37.843126,01/01/2009
668,-122.240179,37.843126,01/01/2010
669,-122.240179,37.843126,01/01/2011
670,-122.240179,37.843126,01/01/2012
671,-122.240179,37.843126,01/01/2013
672,-122.240179,37.843126,01/01/2014
673,-122.27608,37.892675,01/01/1993
674,-122.27608,37.892675,01/01/1994
675,-122.27608,37.892675,01/01/1995
676,-122.27608,37.892675,01/01/1996
677,-122.27608,37.892675,01/01/1997
678,-122.27608,37.892675,01/01/1998
679,-122.27608,37.892675,01/01/1999
680,-122.27608,37.892675,01/01/2000
681,-122.27608,37.892675,01/01/2001
682,-122.27608,37.892675,01/01/2002
683,-122.27608,37.892675,01/01/2003
684,-122.27608,37.892675,01/01/2004
685,-122.27608,37.892675,01/01/2005
686,-122.27608,37.892675,01/01/2006
687,-122.27608,37.892675,01/01/2007
688,-122.27608,37.892675,01/01/2008
689,-122.27608,37.892675,01/01/2009
690,-122.27608,37.892675,01/01/2010
691,-122.27608,37.892675,01/01/2011
692,-122.27608,37.892675,01/01/2012
693,-122.27608,37.892675,01/01/2013
694,-122.27608,37.892675,01/01/2014
695,-122.120089,37.901223,01/01/1993
696,-122.120089,37.901223,01/01/1996
697,-122.120089,37.901223,01/01/1997
698,-122.120089,37.901223,01/01/1998
